Gene Name,Protein IDs,Tumor_vs_Normal_log2 fold change,Tumor_vs_Normal_p.val,Tumor_vs_Normal_p.adj,significant,Tumor_vs_Normal_significant,imputed,num_NAs
CAPN7,Q9Y6W3,0.0166,0.846,0.886,FALSE,FALSE,FALSE,0
CAPNS1,P04632,0.12,0.111,0.179,FALSE,FALSE,FALSE,0
CAPRIN1,Q14444,-0.127,0.0875,0.147,FALSE,FALSE,FALSE,0
CAPZA1,P52907,0.508,0.000125,0.000577,FALSE,FALSE,FALSE,0
CAPZA2,P47755,-0.207,0.000703,0.00253,FALSE,FALSE,FALSE,0
CAPZB,P47756,0.0713,0.317,0.415,FALSE,FALSE,FALSE,0
CARD10,Q9BWT7,0.325,0.00695,0.0179,FALSE,FALSE,FALSE,0
CARD14,Q9BXL6,-1.35,0.11,0.177,FALSE,FALSE,TRUE,16
CARD19,Q96LW7,-0.316,0.00691,0.0178,FALSE,FALSE,FALSE,0
CARD6,Q9BX69,-0.00768,0.971,0.979,FALSE,FALSE,FALSE,0
CARD9,Q9H257,1.1,0.0405,0.0779,FALSE,FALSE,TRUE,16
CARHSP1,Q9Y2V2,0.68,5.49E-05,0.000286,FALSE,FALSE,FALSE,0
CARM1,Q86X55,0.38,5.28E-05,0.000276,FALSE,FALSE,FALSE,0
CARMIL1,Q5VZK9,-0.346,0.000666,0.00242,FALSE,FALSE,FALSE,0
CARMIL2,Q6F5E8,0.0829,0.644,0.722,FALSE,FALSE,TRUE,16
CARMIL3,Q8ND23,-0.967,0.0698,0.122,FALSE,FALSE,TRUE,16
CARNMT1,Q8N4J0,0.0603,0.513,0.606,FALSE,FALSE,FALSE,0
CARNS1,A5YM72,0.382,0.401,0.5,FALSE,FALSE,TRUE,16
CARS1,P49589,0.505,3.48E-06,2.83E-05,FALSE,FALSE,FALSE,0
CASC3,O15234,0.206,0.0326,0.0651,FALSE,FALSE,FALSE,0
CASK,O14936,-0.679,8.38E-06,5.88E-05,FALSE,FALSE,FALSE,0
CASKIN2,Q8WXE0,-0.178,0.251,0.345,FALSE,FALSE,FALSE,0
CASP10,Q92851,0.272,0.0214,0.046,FALSE,FALSE,FALSE,0
CASP14,P31944,0.656,0.368,0.467,FALSE,FALSE,FALSE,0
CASP3,P42574,0.539,0.000695,0.00251,FALSE,FALSE,FALSE,0
CASP6,P55212,-0.0939,0.141,0.218,FALSE,FALSE,FALSE,0
CASP7,P55210,0.387,0.000771,0.00274,FALSE,FALSE,FALSE,0
CASP9,P55211,-0.136,0.176,0.26,FALSE,FALSE,FALSE,0
CASQ2,O14958,-0.109,0.648,0.725,FALSE,FALSE,TRUE,16
CAST,P20810,0.418,0.00015,0.000676,FALSE,FALSE,FALSE,0
CASTOR1,Q8WTX7,-0.313,0.318,0.415,FALSE,FALSE,TRUE,16
CASTOR2,A6NHX0,0.0778,0.489,0.584,FALSE,FALSE,FALSE,0
CAT,P04040,-0.358,0.115,0.183,FALSE,FALSE,FALSE,0
CAVIN2,O95810,0.151,0.422,0.52,FALSE,FALSE,FALSE,0
CBARP,Q8N350,0.361,0.324,0.422,FALSE,FALSE,TRUE,16
CBFA2T3,O75081,0.0817,0.722,0.786,FALSE,FALSE,TRUE,8
CBL,P22681,0.539,2.34E-07,3.27E-06,FALSE,FALSE,FALSE,0
CBLB,Q13191,0.467,0.000602,0.0022,FALSE,FALSE,FALSE,0
CBLL1,Q75N03,0.128,0.0729,0.127,FALSE,FALSE,FALSE,0
CBR1,P16152,-0.537,4.78E-05,0.000255,FALSE,FALSE,FALSE,0
CBR3,O75828,0.22,0.255,0.35,FALSE,FALSE,FALSE,0
CBSL,P0DN79,0.863,0.241,0.335,FALSE,FALSE,TRUE,16
CBWD1,Q9BRT8,0.457,0.0167,0.0374,FALSE,FALSE,TRUE,8
CBWD2,Q8IUF1,0.0451,0.674,0.746,FALSE,FALSE,FALSE,0
CBX1,P83916,-0.0239,0.796,0.847,FALSE,FALSE,FALSE,0
CBX3,Q13185,0.2,0.00364,0.0103,FALSE,FALSE,FALSE,0
CBX4,O00257,0.24,0.0306,0.0619,FALSE,FALSE,FALSE,0
CBX5,P45973,0.0549,0.605,0.687,FALSE,FALSE,FALSE,0
CBX6,O95503,0.249,0.0504,0.0931,FALSE,FALSE,FALSE,0
CBX7,O95931,0.21,0.312,0.41,FALSE,FALSE,TRUE,16
CBX8,Q9HC52,0.292,0.00221,0.00672,FALSE,FALSE,FALSE,0
CC2D1A,Q6P1N0,0.0611,0.408,0.506,FALSE,FALSE,FALSE,0
CC2D1B,Q5T0F9,0.0181,0.822,0.867,FALSE,FALSE,FALSE,0
CCAR1,Q8IX12,-0.0168,0.827,0.871,FALSE,FALSE,FALSE,0
CCAR2,Q8N163,-0.0405,0.624,0.704,FALSE,FALSE,FALSE,0
CCDC102A,Q96A19,-0.226,0.077,0.132,FALSE,FALSE,FALSE,0
CCDC106,Q9BWC9,0.00425,0.976,0.983,FALSE,FALSE,TRUE,8
CCDC115,Q96NT0,-0.0529,0.536,0.627,FALSE,FALSE,FALSE,0
CCDC117,Q8IWD4,0.627,0.000858,0.00301,FALSE,FALSE,FALSE,0
CCDC12,Q8WUD4,-0.0674,0.526,0.618,FALSE,FALSE,FALSE,0
CCDC124,Q96CT7,0.11,0.15,0.229,FALSE,FALSE,FALSE,0
CCDC125,Q86Z20,0.022,0.911,0.935,FALSE,FALSE,TRUE,16
CCDC127,Q96BQ5,0.207,0.0615,0.11,FALSE,FALSE,FALSE,0
CCDC130,P13994,0.0801,0.444,0.541,FALSE,FALSE,FALSE,0
CCDC134,Q9H6E4,0.17,0.13,0.203,FALSE,FALSE,FALSE,0
CCDC150,Q8NCX0,0.637,0.104,0.169,FALSE,FALSE,TRUE,16
CCDC167,Q9P0B6,-0.087,0.577,0.663,FALSE,FALSE,TRUE,8
CCDC173,Q0VFZ6,0.133,0.739,0.799,FALSE,FALSE,TRUE,16
CCDC174,Q6PII3,-0.202,0.00952,0.0234,FALSE,FALSE,FALSE,0
CCDC186,Q7Z3E2,-0.477,1.90E-08,4.49E-07,FALSE,FALSE,FALSE,0
CCDC22,O60826,-0.322,0.00014,0.000636,FALSE,FALSE,FALSE,0
CCDC25,Q86WR0,-0.0596,0.56,0.648,FALSE,FALSE,FALSE,0
CCDC28A,Q8IWP9,-0.187,0.0135,0.0312,FALSE,FALSE,FALSE,0
CCDC28B,Q9BUN5,0.0448,0.814,0.861,FALSE,FALSE,TRUE,16
CCDC32,Q9BV29,-0.0267,0.796,0.846,FALSE,FALSE,FALSE,0
CCDC40,Q4G0X9,0.704,0.358,0.458,FALSE,FALSE,TRUE,16
CCDC43,Q96MW1,0.314,0.000127,0.000583,FALSE,FALSE,FALSE,0
CCDC47,Q96A33,0.0882,0.312,0.41,FALSE,FALSE,FALSE,0
CCDC50,Q8IVM0,0.307,0.0023,0.00694,FALSE,FALSE,FALSE,0
CCDC57,Q2TAC2,-0.855,0.0323,0.0647,FALSE,FALSE,TRUE,8
CCDC58,Q4VC31,-0.636,4.75E-06,3.68E-05,FALSE,FALSE,FALSE,0
CCDC6,Q16204,0.041,0.64,0.718,FALSE,FALSE,FALSE,0
CCDC61,Q9Y6R9,0.166,0.195,0.283,FALSE,FALSE,FALSE,0
CCDC68,Q9H2F9,0.52,0.0655,0.116,FALSE,FALSE,TRUE,8
CCDC69,A6NI79,-0.0529,0.727,0.79,FALSE,FALSE,TRUE,8
CCDC71L,Q8N9Z2,0.0207,0.91,0.935,FALSE,FALSE,TRUE,8
CCDC77,Q9BR77,0.288,0.172,0.256,FALSE,FALSE,TRUE,8
CCDC8,Q9H0W5,-0.365,0.208,0.297,FALSE,FALSE,FALSE,0
CCDC80,Q76M96,0.238,0.452,0.549,FALSE,FALSE,FALSE,0
CCDC82,Q8N4S0,0.309,0.0127,0.0298,FALSE,FALSE,FALSE,0
CCDC85A,Q96PX6,0.302,0.105,0.171,FALSE,FALSE,FALSE,0
CCDC85B,Q15834,-0.0597,0.685,0.756,FALSE,FALSE,TRUE,8
CCDC85C,A6NKD9,-0.403,0.00883,0.0219,FALSE,FALSE,FALSE,0
CCDC86,Q9H6F5,0.674,1.42E-06,1.37E-05,FALSE,FALSE,FALSE,0
CCDC88C,Q9P219,-0.222,0.0379,0.0738,FALSE,FALSE,FALSE,0
CCDC9,Q9Y3X0,0.274,0.00199,0.00614,FALSE,FALSE,FALSE,0
CCDC90B,Q9GZT6,-0.445,0.000115,0.000538,FALSE,FALSE,FALSE,0
CCDC91,Q7Z6B0,0.163,0.079,0.135,FALSE,FALSE,FALSE,0
CCDC92,Q53HC0,0.324,0.00256,0.00762,FALSE,FALSE,FALSE,0
CCDC93,Q567U6,-0.435,6.41E-06,4.72E-05,FALSE,FALSE,FALSE,0
CCDC97,Q96F63,0.398,0.00199,0.00614,FALSE,FALSE,FALSE,0
CCDC9B,Q6ZUT6,-0.0495,0.703,0.77,FALSE,FALSE,FALSE,0
CCIN,Q13939,0.394,0.37,0.469,FALSE,FALSE,TRUE,16
CCL13,Q99616,1.55,0.0587,0.106,FALSE,FALSE,TRUE,16
CCL18,P55774,0.0822,0.788,0.841,FALSE,FALSE,FALSE,0
CCL19,Q99731,-0.472,0.246,0.34,FALSE,FALSE,TRUE,16
CCL21,O00585,-0.606,0.0398,0.0768,FALSE,FALSE,TRUE,8
CCM2,Q9BSQ5,0.176,0.0368,0.072,FALSE,FALSE,FALSE,0
CCN1,O00622,0.289,0.184,0.27,FALSE,FALSE,FALSE,0
CCN5,O76076,-0.679,0.0203,0.0441,FALSE,FALSE,FALSE,0
CCNB1,P14635,-0.125,0.749,0.808,FALSE,FALSE,TRUE,16
CCNC,P24863,-0.0932,0.508,0.602,FALSE,FALSE,TRUE,16
CCNDBP1,O95273,0.451,0.00044,0.00168,FALSE,FALSE,FALSE,0
CCNH,P51946,0.000106,0.999,0.999,FALSE,FALSE,FALSE,0
CCNK,O75909,0.385,0.000446,0.0017,FALSE,FALSE,FALSE,0
CCNL1,Q9UK58,0.0287,0.653,0.729,FALSE,FALSE,FALSE,0
CCNL2,Q96S94,0.146,0.449,0.546,FALSE,FALSE,TRUE,16
CCNT1,O60563,0.166,0.0738,0.128,FALSE,FALSE,FALSE,0
CCNT2,O60583,-0.0351,0.724,0.787,FALSE,FALSE,TRUE,8
CCNY,Q8ND76,0.0525,0.583,0.668,FALSE,FALSE,FALSE,0
CCNYL1,Q8N7R7,0.397,0.0186,0.0409,FALSE,FALSE,TRUE,8
CCP110,O43303,0.225,0.231,0.323,FALSE,FALSE,TRUE,16
CCRL2,O00421,0.802,0.134,0.209,FALSE,FALSE,TRUE,16
CCS,O14618,0.235,0.0354,0.0698,FALSE,FALSE,FALSE,0
CCSAP,Q6IQ19,0.134,0.527,0.619,FALSE,FALSE,TRUE,16
CCSER2,Q9H7U1,0.251,0.107,0.173,FALSE,FALSE,TRUE,16
CCSMST1,Q4G0I0,-0.15,0.314,0.412,FALSE,FALSE,FALSE,0
CCT2,P78371,0.232,0.00108,0.00366,FALSE,FALSE,FALSE,0
CCT3,P49368,0.115,0.126,0.198,FALSE,FALSE,FALSE,0
CCT4,P50991,0.0984,0.192,0.28,FALSE,FALSE,FALSE,0
CCT5,P48643,0.155,0.025,0.0523,FALSE,FALSE,FALSE,0
CCT6A,P40227,0.171,0.0138,0.0318,FALSE,FALSE,FALSE,0
CCT6B,Q92526,-0.254,0.0976,0.161,FALSE,FALSE,FALSE,0
CCT7,Q99832,0.0615,0.41,0.509,FALSE,FALSE,FALSE,0
CCT8,P50990,0.118,0.096,0.159,FALSE,FALSE,FALSE,0
CCZ1B,P86790,0.15,0.0457,0.086,FALSE,FALSE,FALSE,0
CD109,Q6YHK3,0.579,0.000338,0.00134,FALSE,FALSE,FALSE,0
CD151,P48509,-0.014,0.945,0.961,FALSE,FALSE,FALSE,0
CD163L1,Q9NR16,1.05,0.0698,0.122,FALSE,FALSE,TRUE,16
CD177,Q8N6Q3,1.32,0.0349,0.069,FALSE,FALSE,TRUE,8
CD209,Q9NNX6,-0.0595,0.884,0.915,FALSE,FALSE,TRUE,8
CD22,P20273,-0.129,0.577,0.663,FALSE,FALSE,TRUE,16
CD248,Q9HCU0,0.285,0.156,0.236,FALSE,FALSE,FALSE,0
CD27,P26842,-0.369,0.326,0.424,FALSE,FALSE,TRUE,16
CD2AP,Q9Y5K6,-0.221,0.0183,0.0404,FALSE,FALSE,FALSE,0
CD2BP2,O95400,0.334,0.00191,0.00591,FALSE,FALSE,FALSE,0
CD300LF,Q8TDQ1,0.672,0.182,0.268,FALSE,FALSE,TRUE,16
CD302,Q8IX05,-0.439,0.093,0.154,FALSE,FALSE,FALSE,0
CD320,Q9NPF0,-0.147,0.402,0.501,FALSE,FALSE,TRUE,16
CD33,P20138,0.301,0.299,0.397,FALSE,FALSE,TRUE,8
CD34,P28906,-0.0826,0.738,0.799,FALSE,FALSE,FALSE,0
CD38,P28907,0.392,0.255,0.35,FALSE,FALSE,FALSE,0
CD47,Q08722,0.432,0.000718,0.00258,FALSE,FALSE,FALSE,0
CD5,P06127,0.476,0.213,0.303,FALSE,FALSE,TRUE,16
CD55,P08174,-0.328,0.0718,0.125,FALSE,FALSE,FALSE,0
CD58,P19256,0.484,1.58E-05,1.00E-04,FALSE,FALSE,FALSE,0
CD59,P13987,-0.594,0.00674,0.0174,FALSE,FALSE,FALSE,0
CD5L,O43866,-0.519,0.114,0.182,FALSE,FALSE,FALSE,0
CD6,P30203,0.587,0.196,0.284,FALSE,FALSE,TRUE,16
CD63,P08962,0.497,0.00114,0.00384,FALSE,FALSE,FALSE,0
CD68,P34810,0.382,0.0481,0.0898,FALSE,FALSE,TRUE,16
CD79A,P11912,0.398,0.59,0.674,FALSE,FALSE,TRUE,16
CD81,P60033,0.189,0.193,0.281,FALSE,FALSE,FALSE,0
CD82,P27701,-0.0663,0.744,0.804,FALSE,FALSE,FALSE,0
CD8A,P01732,0.637,0.00684,0.0177,FALSE,FALSE,FALSE,0
CD9,P21926,-0.324,0.0908,0.152,FALSE,FALSE,FALSE,0
CD99,P14209,0.306,0.391,0.489,FALSE,FALSE,FALSE,0
CD99L2,Q8TCZ2,-0.387,0.0013,0.00427,FALSE,FALSE,FALSE,0
CDA,P32320,0.0543,0.814,0.861,FALSE,FALSE,FALSE,0
CDADC1,Q9BWV3,-0.304,0.15,0.229,FALSE,FALSE,FALSE,0
CDAN1,Q8IWY9,0.999,0.0269,0.0557,FALSE,FALSE,FALSE,0
CDC123,O75794,-0.343,0.292,0.39,FALSE,FALSE,FALSE,0
CDC14A,Q9UNH5,-0.52,0.0507,0.0936,FALSE,FALSE,TRUE,16
CDC16,Q13042,0.156,0.0256,0.0533,FALSE,FALSE,FALSE,0
CDC23,Q9UJX2,0.209,0.0126,0.0296,FALSE,FALSE,FALSE,0
CDC26,Q8NHZ8,0.045,0.629,0.709,FALSE,FALSE,FALSE,0
CDC27,P30260,0.278,0.000475,0.0018,FALSE,FALSE,FALSE,0
CDC34,P49427,0.421,9.31E-05,0.000449,FALSE,FALSE,FALSE,0
CDC37,Q16543,0.34,1.09E-06,1.10E-05,FALSE,FALSE,FALSE,0
CDC37L1,Q7L3B6,-0.478,4.26E-06,3.36E-05,FALSE,FALSE,FALSE,0
CDC40,O60508,0.0242,0.739,0.8,FALSE,FALSE,FALSE,0
CDC42,P60953,0.231,0.0038,0.0107,FALSE,FALSE,FALSE,0
CDC42BPA,Q5VT25,-0.251,0.0107,0.0257,FALSE,FALSE,FALSE,0
CDC42BPB,Q9Y5S2,-0.0132,0.87,0.904,FALSE,FALSE,FALSE,0
CDC42BPG,Q6DT37,-0.0915,0.365,0.464,FALSE,FALSE,FALSE,0
CDC42EP1,Q00587,0.0723,0.503,0.597,FALSE,FALSE,FALSE,0
CDC42EP2,O14613,-0.027,0.874,0.907,FALSE,FALSE,FALSE,0
CDC42EP3,Q9UKI2,-0.181,0.149,0.228,FALSE,FALSE,TRUE,8
CDC42EP4,Q9H3Q1,-0.155,0.191,0.278,FALSE,FALSE,FALSE,0
CDC42EP5,Q6NZY7,-0.205,0.215,0.305,FALSE,FALSE,FALSE,0
CDC42SE1,Q9NRR8,0.296,0.00698,0.0179,FALSE,FALSE,FALSE,0
CDC42SE2,Q9NRR3,-0.0127,0.929,0.949,FALSE,FALSE,FALSE,0
CDC5L,Q99459,0.193,0.00859,0.0214,FALSE,FALSE,FALSE,0
CDC73,Q6P1J9,0.0845,0.173,0.257,FALSE,FALSE,FALSE,0
CDCP1,Q9H5V8,0.407,0.149,0.228,FALSE,FALSE,FALSE,0
CDH11,P55287,0.107,0.519,0.612,FALSE,FALSE,FALSE,0
CDH15,P55291,0.425,0.129,0.202,FALSE,FALSE,TRUE,16
CDH2,P19022,-0.258,0.268,0.364,FALSE,FALSE,FALSE,0
CDH3,P22223,0.0551,0.79,0.842,FALSE,FALSE,TRUE,16
CDH4,P55283,0.88,0.0566,0.102,FALSE,FALSE,TRUE,16
CDH5,P33151,0.463,0.0138,0.0318,FALSE,FALSE,FALSE,0
CDH6,P55285,0.192,0.466,0.563,FALSE,FALSE,FALSE,0
CDH9,Q9ULB4,-0.5,0.0486,0.0905,FALSE,FALSE,FALSE,0
CDIP1,Q9H305,-0.255,0.045,0.0849,FALSE,FALSE,FALSE,0
CDIPT,O14735,0.4,0.0566,0.102,FALSE,FALSE,FALSE,0
CDK11A,Q9UQ88,-0.288,0.474,0.57,FALSE,FALSE,TRUE,16
CDK11B,P21127,0.0957,0.194,0.282,FALSE,FALSE,FALSE,0
CDK12,Q9NYV4,0.211,0.0107,0.0257,FALSE,FALSE,FALSE,0
CDK13,Q14004,0.0506,0.412,0.511,FALSE,FALSE,FALSE,0
CDK14,O94921,-0.0944,0.417,0.515,FALSE,FALSE,FALSE,0
CDK16,Q00536,0.107,0.207,0.296,FALSE,FALSE,FALSE,0
CDK17,Q00537,0.622,3.24E-07,4.23E-06,FALSE,FALSE,FALSE,0
CDK19,Q9BWU1,0.592,1.75E-05,0.000109,FALSE,FALSE,FALSE,0
CDK2,P24941,0.631,1.50E-07,2.24E-06,FALSE,FALSE,FALSE,0
CDK2AP1,O14519,0.16,0.0293,0.0596,FALSE,FALSE,FALSE,0
CDK3,Q00526,0.682,1.20E-06,1.20E-05,FALSE,FALSE,FALSE,0
CDK4,P11802,0.268,0.0111,0.0265,FALSE,FALSE,FALSE,0
CDK5,Q00535,-0.00523,0.97,0.978,FALSE,FALSE,FALSE,0
CDK5RAP1,Q96SZ6,0.211,0.484,0.579,FALSE,FALSE,TRUE,8
CDK5RAP2,Q96SN8,0.27,0.00334,0.00956,FALSE,FALSE,FALSE,0
CDK5RAP3,Q96JB5,0.0167,0.855,0.893,FALSE,FALSE,FALSE,0
CDK6,Q00534,0.588,0.00195,0.00604,FALSE,FALSE,FALSE,0
CDK7,P50613,0.0935,0.198,0.286,FALSE,FALSE,FALSE,0
CDK9,P50750,0.161,0.016,0.036,FALSE,FALSE,FALSE,0
CDKAL1,Q5VV42,0.224,0.00465,0.0127,FALSE,FALSE,FALSE,0
CDKL5,O76039,-0.0442,0.763,0.821,FALSE,FALSE,FALSE,0
CDKN1B,P46527,0.265,0.0494,0.0915,FALSE,FALSE,FALSE,0
CDKN1C,P49918,-0.41,0.034,0.0674,FALSE,FALSE,TRUE,8
CDKN2A,P42771,0.27,0.179,0.264,FALSE,FALSE,FALSE,0
CDKN2AIP,Q9NXV6,-0.111,0.229,0.321,FALSE,FALSE,FALSE,0
CDKN2AIPNL,Q96HQ2,0.39,0.0134,0.031,FALSE,FALSE,FALSE,0
CDON,Q4KMG0,0.408,0.321,0.419,FALSE,FALSE,TRUE,16
CDPF1,Q6NVV7,0.371,0.0396,0.0765,FALSE,FALSE,TRUE,8
CDR2,Q01850,-0.0673,0.5,0.595,FALSE,FALSE,FALSE,0
CDR2L,Q86X02,0.286,0.34,0.439,FALSE,FALSE,TRUE,8
CDS1,Q92903,-0.481,0.00182,0.00568,FALSE,FALSE,FALSE,0
CDS2,O95674,0.128,0.299,0.397,FALSE,FALSE,FALSE,0
CDV3,Q9UKY7,0.335,0.0244,0.0514,FALSE,FALSE,FALSE,0
CDYL,Q9Y232,0.0257,0.768,0.825,FALSE,FALSE,FALSE,0
CDYL2,Q8N8U2,-0.00497,0.976,0.983,FALSE,FALSE,TRUE,8
CEACAM8,P31997,0.639,0.232,0.324,FALSE,FALSE,TRUE,16
CEBPD,P49716,0.267,0.444,0.542,FALSE,FALSE,TRUE,16
CEBPZ,Q03701,0.366,3.31E-05,0.000188,FALSE,FALSE,FALSE,0
CELF1,Q92879,-0.0173,0.743,0.803,FALSE,FALSE,FALSE,0
CELSR1,Q9NYQ6,-0.137,0.344,0.443,FALSE,FALSE,FALSE,0
CELSR2,Q9HCU4,-0.331,0.00861,0.0214,FALSE,FALSE,FALSE,0
CEND1,Q8N111,-0.324,0.0655,0.116,FALSE,FALSE,FALSE,0
CENPB,P07199,0.617,2.18E-09,8.48E-08,FALSE,FALSE,FALSE,0
CENPC,Q03188,0.293,0.000258,0.00107,FALSE,FALSE,FALSE,0
CENPF,P49454,0.505,0.118,0.188,FALSE,FALSE,TRUE,8
CENPH,Q9H3R5,-0.213,0.299,0.397,FALSE,FALSE,TRUE,16
CENPM,Q9NSP4,-0.329,0.249,0.343,FALSE,FALSE,TRUE,16
CENPV,Q7Z7K6,-0.496,0.0657,0.116,FALSE,FALSE,FALSE,0
CENPVL1,A0A0U1RR11,-0.474,0.12,0.19,FALSE,FALSE,TRUE,8
CEP104,O60308,0.0753,0.79,0.842,FALSE,FALSE,FALSE,0
CEP112,Q8N8E3,0.45,0.000385,0.0015,FALSE,FALSE,FALSE,0
CEP120,Q8N960,0.21,0.00867,0.0216,FALSE,FALSE,FALSE,0
CEP126,Q9P2H0,-0.718,0.0689,0.121,FALSE,FALSE,TRUE,16
CEP128,Q6ZU80,0.145,0.228,0.32,FALSE,FALSE,FALSE,0
CEP131,Q9UPN4,0.382,0.039,0.0755,FALSE,FALSE,FALSE,0
CEP135,Q66GS9,-0.0756,0.411,0.509,FALSE,FALSE,FALSE,0
CEP152,O94986,0.689,0.00537,0.0144,FALSE,FALSE,TRUE,16
CEP164,Q9UPV0,0.0932,0.484,0.579,FALSE,FALSE,TRUE,8
CEP170B,Q9Y4F5,-0.0938,0.312,0.41,FALSE,FALSE,FALSE,0
CEP192,Q8TEP8,0.128,0.145,0.224,FALSE,FALSE,FALSE,0
CEP20,Q96NB1,0.396,0.0128,0.0298,FALSE,FALSE,TRUE,16
CEP250,Q9BV73,0.357,4.76E-05,0.000254,FALSE,FALSE,FALSE,0
CEP290,O15078,-0.0497,0.788,0.841,FALSE,FALSE,FALSE,0
CEP350,Q5VT06,0.0837,0.197,0.285,FALSE,FALSE,FALSE,0
CEP41,Q9BYV8,0.0874,0.429,0.527,FALSE,FALSE,FALSE,0
CEP43,O95684,0.649,3.18E-05,0.000181,FALSE,FALSE,FALSE,0
CEP44,Q9C0F1,-0.00892,0.919,0.942,FALSE,FALSE,FALSE,0
CEP55,Q53EZ4,1.41,0.0252,0.0526,FALSE,FALSE,TRUE,16
CEP57,Q86XR8,0.233,0.0458,0.0862,FALSE,FALSE,FALSE,0
CEP63,Q96MT8,0.152,0.375,0.474,FALSE,FALSE,TRUE,16
CEP68,Q76N32,-0.289,0.0441,0.0837,FALSE,FALSE,FALSE,0
CEP70,Q8NHQ1,0.524,0.238,0.332,FALSE,FALSE,TRUE,16
CEP76,Q8TAP6,0.122,0.323,0.421,FALSE,FALSE,TRUE,16
CEP78,Q5JTW2,-0.642,0.0029,0.00848,FALSE,FALSE,TRUE,8
CEP83,Q9Y592,-0.571,0.0413,0.0791,FALSE,FALSE,TRUE,8
CEP89,Q96ST8,0.442,0.0254,0.053,FALSE,FALSE,TRUE,8
CEP95,Q96GE4,0.0484,0.628,0.707,FALSE,FALSE,TRUE,8
CEP97,Q8IW35,0.323,0.00767,0.0195,FALSE,FALSE,FALSE,0
CEPT1,Q9Y6K0,0.45,0.000519,0.00194,FALSE,FALSE,FALSE,0
CERK,Q8TCT0,0.0431,0.792,0.844,FALSE,FALSE,TRUE,16
CERS2,Q96G23,-0.0273,0.85,0.889,FALSE,FALSE,FALSE,0
CERS4,Q9HA82,-0.375,0.182,0.268,FALSE,FALSE,FALSE,0
CERS5,Q8N5B7,0.124,0.293,0.391,FALSE,FALSE,FALSE,0
CERS6,Q6ZMG9,0.0866,0.549,0.637,FALSE,FALSE,TRUE,16
CERT1,Q9Y5P4,0.315,0.00452,0.0124,FALSE,FALSE,FALSE,0
CES1,P23141,-0.129,0.718,0.783,FALSE,FALSE,FALSE,0
CES2,O00748,0.257,0.435,0.533,FALSE,FALSE,FALSE,0
CES3,Q6UWW8,-0.407,0.171,0.255,FALSE,FALSE,FALSE,0
CES4A,Q5XG92,-0.0596,0.724,0.788,FALSE,FALSE,TRUE,16
CETN2,P41208,-0.0211,0.835,0.877,FALSE,FALSE,FALSE,0
CETN3,O15182,0.289,0.00512,0.0138,FALSE,FALSE,FALSE,0
CETP,P11597,0.158,0.519,0.611,FALSE,FALSE,FALSE,0
CFAP20,Q9Y6A4,0.653,2.92E-06,2.45E-05,FALSE,FALSE,FALSE,0
CFAP298,P57076,-0.087,0.235,0.328,FALSE,FALSE,FALSE,0
CFAP36,Q96G28,0.605,9.59E-06,6.60E-05,FALSE,FALSE,FALSE,0
CFAP410,O43822,-0.0401,0.683,0.754,FALSE,FALSE,FALSE,0
CFAP97,Q9P2B7,0.284,0.0146,0.0335,FALSE,FALSE,FALSE,0
CFB,P00751,-0.161,0.615,0.696,FALSE,FALSE,FALSE,0
CFDP1,Q9UEE9,0.594,0.000119,0.000552,FALSE,FALSE,FALSE,0
CFH,P08603,-0.296,0.347,0.446,FALSE,FALSE,FALSE,0
CFHR4,Q92496,-0.0816,0.793,0.845,FALSE,FALSE,FALSE,0
CFI,P05156,-0.208,0.435,0.533,FALSE,FALSE,FALSE,0
CFL1,P23528,0.3,0.00302,0.00879,FALSE,FALSE,FALSE,0
CFL2,Q9Y281,-0.525,0.000111,0.000519,FALSE,FALSE,FALSE,0
CFLAR,O15519,0.159,0.0272,0.0562,FALSE,FALSE,FALSE,0
CFP,P27918,-0.216,0.384,0.483,FALSE,FALSE,FALSE,0
CFTR,P13569,0.093,0.466,0.563,FALSE,FALSE,FALSE,0
CGGBP1,Q9UFW8,0.00624,0.944,0.96,FALSE,FALSE,FALSE,0
CGRRF1,Q99675,-0.589,0.0121,0.0285,FALSE,FALSE,TRUE,16
CHAC2,Q8WUX2,0.266,0.192,0.279,FALSE,FALSE,TRUE,8
CHAF1A,Q13111,0.429,0.46,0.556,FALSE,FALSE,TRUE,16
CHAMP1,Q96JM3,0.0708,0.422,0.521,FALSE,FALSE,FALSE,0
CHCHD2,Q9Y6H1,-0.144,0.227,0.32,FALSE,FALSE,FALSE,0
CHD1,O14646,0.477,6.79E-07,7.52E-06,FALSE,FALSE,FALSE,0
CHD1L,Q86WJ1,-0.0406,0.638,0.716,FALSE,FALSE,FALSE,0
CHD2,O14647,0.196,0.000506,0.0019,FALSE,FALSE,FALSE,0
CHD3,Q12873,-0.24,0.0423,0.0807,FALSE,FALSE,FALSE,0
CHD4,Q14839,0.111,0.12,0.19,FALSE,FALSE,FALSE,0
CHD6,Q8TD26,0.404,0.162,0.244,FALSE,FALSE,TRUE,8
CHD8,Q9HCK8,0.0355,0.567,0.654,FALSE,FALSE,FALSE,0
CHD9,Q3L8U1,0.425,0.0298,0.0604,FALSE,FALSE,TRUE,16
CHERP,Q8IWX8,0.0687,0.232,0.324,FALSE,FALSE,FALSE,0
CHFR,Q96EP1,0.278,0.249,0.344,FALSE,FALSE,TRUE,16
